dept,date,interest,reviewText,helpcount,nothelpcount,label
Religion,04/15/2008,Really into it,Brother Johnson is a great teacher and his class doesnt feel you with busy work or papers  His lectures are great and you learn a lot  If you take good notes in class and study the review sheet and read your scriptures it should be an easy A  All of your points come from the tests  So you need to do good on them but they are easy,0,0,1
Geography,04/08/2009,Low,Arguably the nicest professor Ive had and probably the second best Ive had in the department  Very willing to help  Likes to get to know students,0,0,1
History,02/14/2005,It's my life,One of the best professors yet Makes history very interesting and easy to learn His passion for the subject is easily seen through his lectures it is refreshing to still see some life left in professors these days Honestly this is my favorite class AND I HATE HISTORY,0,0,1
Languages,06/22/2012,Really into it,she made the summer 1003 go by so fast I never felt like I was in class 3 hours every day Take a class with her if you canshe has great stories and shes cute,0,0,1
English,12/07/2005,Really into it,I had Dr Hsu when he was still a TA and he was an amazing teacher  He really took the time to get to know his students he remembered my name years after I had been in his class  Everytime I think of Wuthering Heights I think of his class,0,0,1
Religion,12/15/2010,Really into it,Bro Smith is the BEST teacher around Super coolfun guy Classes are good and tests are easy He gives you a study guide that covers EVERYTHING you will need to know Occasional in class quizzes but attendance is not mandatory If you want the best experience possible in this class take it from Bro Smith,0,0,1
Chemistry,08/17/2009,Meh,Bro Peck shows a great love for chemistry and for his students He wants each one to succeed and do there best The class does get very fast paced at the end and if you dont keep up you will get screwed,0,0,1
Religion,12/10/2014,Really into it,Every religion professor at BYU should learn from this man  Brother Frederick is clearly very interested in the material that he teaches  He makes it interesting to his students  His reading assignments are not mandatory and overly stressful  He lays out on the first day of class the way to be successful  Daily quizzes arent hard,0,0,1
English,12/16/2009,It's my life,An incredibly caring teacher smart funny interesting great lecturer  One of the best professors Ive ever had  Take anything he teaches,0,0,1
Chemistry,11/15/2008,Sorta interested,She was an awesome teacher She was really interested in the material and made sure that students had visual aids to what was going on If you go to lecture get the study guide and practice and put the effort in the class you will get a good grade Good teacher,0,0,1
Religion,03/28/2014,It's my life,Brother Sackett is really understanding and nice He drops five questions from the test each time which is a HUGE boost to ones grade His class is the best religion class I have taken so far on BYU campus You can really feel the spirit and the truth of his words I highly recommend,0,0,1
Geology,04/14/2014,Really into it,One of the most enthusiastic professors Ive ever had You can definitely tell that he is passionate about what he teaches Lectures were always well prepared and he never seemed to have an issue keeping my attention A very charismatic lecturer  Go to class go over the lectures a few times memorize the terms and youll do well on his exams,0,0,1
History,04/08/2010,Sorta interested,Dr Hall is the most brilliant man I have ever met  His understanding of history is so deep  Furthermore when he teaches about early Christianity it is so clear and you really understand why we have so many churches and what when wrong back in the day,0,0,1
Genetics / Cell Biology & Dev.,04/29/2007,It's my life,Brooker is an incredible biology professor He just finished the text book we use in his class and the book is amazing He tells you exactly what to study the tests are fair and lecture is entertaining because he makes fun of himself a lot I would recommend him to anyone,0,0,1
Religion,03/10/2013,Sorta interested,He is amazing Brother Williams is energetic and funny he really cares about all of the students You are almost guaranteed an A if you do all the assignments and are not late to class,1,0,1
Sociology,06/07/2006,Sorta interested,this was a good class be prepared to write a lot during lecture he is very knowledgable and very interested in making sure we understood the concepts,0,0,1
History,04/25/2008,Really into it,Wow Marshalls class was a tremendous foundation for me as I went into social science teaching  His understanding of the founding of our nation is unsurpassed and anyone even slightly interested in civics will find his class to be valuable  He is currently on an LDS mission and Im not sure if hes coming back to teach or not  Hes a gem,0,0,1
History,01/27/2011,It's my life,Good professor  Likes the students and the subject matter,0,0,1
Engineering,01/11/2011,Really into it,Ketema is the Man  He went over everything that we needed to learn with absolute perfection  Had I not been hungover on several occasions and missed lecture I would have gotten an A in the class  Regardless Ketema is easily the best professor at the U of M,0,0,1
